DbId,DatasetName,Order,TvVariableName,TvVariableLabel,HasDependants,IsListed,IsEnabled,DefaultExported,TvVariablePath,TvTags,TvMetadataConfigUrl,TreeviewId,VisibilityGroupId,IsRenderedOnInit,DisableRendering,DisabledReason,Description,Tags
1901,tiles_5_km,1101,oid,OID,,False,True,,,,,1,1,False,False,,,
2001,tiles_5_km,1102,tilename,TILENAME,,True,True,,,,,1,1,False,False,,,
2101,tiles_5_km,1103,SHAPE__Area,SHAPE__Area,,False,True,,,,,1,1,False,False,,,
2201,tiles_5_km,1104,st_perimeter(shape),st_perimeter(shape),,False,True,,,,,1,1,False,False,,,
2301,tiles_1_km,1201,oid,OID,,False,True,,,,,1,1,False,False,,,
2401,tiles_1_km,1202,tilename,TILENAME,,True,True,,,,,1,1,False,False,,,
2501,tiles_1_km,1203,SHAPE__Area,SHAPE__Area,,False,True,,,,,1,1,False,False,,,
2601,tiles_1_km,1204,st_perimeter(shape),st_perimeter(shape),,False,True,,,,,1,1,False,False,,,
2701,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,1,objectid,OBJECTID,,False,False,,,,,1,1,False,False,,,
2801,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,2,utla_id,UTLA_ID,,False,False,,,,,1,1,False,False,,,
2901,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,3,utla22cd,UTLA22CD,,True,False,,,,,1,1,False,False,,,
3001,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,4,utla22nm,UTLA22NM,,True,False,,,,,1,1,False,False,,,
3101,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,5,utla22nmw,UTLA22NMW,,True,False,,,,,1,1,False,False,,,
3201,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,6,bng_e,BNG_E,,False,False,,,,,1,1,False,False,,,
3301,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,7,bng_n,BNG_N,,False,False,,,,,1,1,False,False,,,
3401,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,8,long,LONG,,False,False,,,,,1,1,False,False,,,
3501,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,9,lat,LAT,,False,False,,,,,1,1,False,False,,,
3601,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,10,globalid,GlobalID,,False,False,,,,,1,1,False,False,,,
3701,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,11,SHAPE__Area,SHAPE__Area,,False,False,,,,,1,1,False,False,,,
3801,upper_tier_local_authorities_dec_22_uk_boundaries_fully_clipped,12,st_perimeter(shape),st_perimeter(shape),,False,False,,,,,1,1,False,False,,,
3901,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,101,objectid,OBJECTID,,False,False,,,,,1,1,False,False,,,
4001,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,102,ctyua_id,CTYUA_ID,,False,False,,,,,1,1,False,False,,,
4101,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,103,ctyua23cd,CTYUA23CD,,True,False,,,,,1,1,False,False,,,
4201,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,104,ctyua23nm,CTYUA23NM,,True,False,,,,,1,1,False,False,,,
4301,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,105,ctyua23nmw,CTYUA23NMW,,True,False,,,,,1,1,False,False,,,
4401,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,106,bng_e,BNG_E,,False,False,,,,,1,1,False,False,,,
4501,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,107,bng_n,BNG_N,,False,False,,,,,1,1,False,False,,,
4601,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,108,long,LONG,,False,False,,,,,1,1,False,False,,,
4701,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,109,lat,LAT,,False,False,,,,,1,1,False,False,,,
4801,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,110,globalid,GlobalID,,False,False,,,,,1,1,False,False,,,
4901,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,111,SHAPE__Area,SHAPE__Area,,False,False,,,,,1,1,False,False,,,
5001,counties_and_unitary_authorities_dec_23_uk_boundaries_fully_clipped,112,st_perimeter(shape),st_perimeter(shape),,False,False,,,,,1,1,False,False,,,
5101,wards_dec_23_uk_boundaries_fully_clipped,201,objectid,OBJECTID,,False,True,,,,,1,1,False,False,,,
5201,wards_dec_23_uk_boundaries_fully_clipped,202,wd_id,WD_ID,,False,True,,,,,1,1,False,False,,,
5301,wards_dec_23_uk_boundaries_fully_clipped,203,wd23cd,WD23CD,,True,True,,,,,1,1,False,False,,,
5401,wards_dec_23_uk_boundaries_fully_clipped,204,wd23nm,WD23NM,,True,True,,,,,1,1,False,False,,,
5501,wards_dec_23_uk_boundaries_fully_clipped,205,wd23nmw,WD23NMW,,True,True,,,,,1,1,False,False,,,
5601,wards_dec_23_uk_boundaries_fully_clipped,206,bng_e,BNG_E,,False,True,,,,,1,1,False,False,,,
5701,wards_dec_23_uk_boundaries_fully_clipped,207,bng_n,BNG_N,,False,True,,,,,1,1,False,False,,,
5801,wards_dec_23_uk_boundaries_fully_clipped,208,long,LONG,,False,True,,,,,1,1,False,False,,,
5901,wards_dec_23_uk_boundaries_fully_clipped,209,lat,LAT,,False,True,,,,,1,1,False,False,,,
6001,wards_dec_23_uk_boundaries_fully_clipped,210,globalid,GlobalID,,False,True,,,,,1,1,False,False,,,
6101,wards_dec_23_uk_boundaries_fully_clipped,211,SHAPE__Area,SHAPE__Area,,False,True,,,,,1,1,False,False,,,
6201,wards_dec_23_uk_boundaries_fully_clipped,212,st_perimeter(shape),st_perimeter(shape),,False,True,,,,,1,1,False,False,,,
6301,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,301,objectid,OBJECTID,,False,True,,,,,1,1,False,False,,,
6401,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,302,msoa_id,MSOA_ID,,False,True,,,,,1,1,False,False,,,
6501,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,303,msoa21cd,MSOA21CD,,True,True,,,,,1,1,False,False,,,
6601,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,304,msoa21nm,MSOA21NM,,True,True,,,,,1,1,False,False,,,
6701,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,305,bng_e,BNG_E,,False,True,,,,,1,1,False,False,,,
6801,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,306,bng_n,BNG_N,,False,True,,,,,1,1,False,False,,,
6901,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,307,long,LONG,,False,True,,,,,1,1,False,False,,,
7001,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,308,lat,LAT,,False,True,,,,,1,1,False,False,,,
7101,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,309,globalid,GlobalID,,False,True,,,,,1,1,False,False,,,
7201,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,310,SHAPE__Area,SHAPE__Area,,False,True,,,,,1,1,False,False,,,
7301,middle_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v6,311,st_perimeter(shape),st_perimeter(shape),,False,True,,,,,1,1,False,False,,,
7401,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,401,objectid,OBJECTID,,False,True,,,,,1,1,False,False,,,
7501,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,402,lsoa_id,LSOA_ID,,False,True,,,,,1,1,False,False,,,
7601,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,403,lsoa21cd,LSOA21CD,,True,True,,,,,1,1,False,False,,,
7701,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,404,lsoa21nm,LSOA21NM,,True,True,,,,,1,1,False,False,,,
7801,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,405,bng_e,BNG_E,,False,True,,,,,1,1,False,False,,,
7901,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,406,bng_n,BNG_N,,False,True,,,,,1,1,False,False,,,
8001,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,407,long,LONG,,False,True,,,,,1,1,False,False,,,
8101,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,408,lat,LAT,,False,True,,,,,1,1,False,False,,,
8201,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,409,globalid,GlobalID,,False,True,,,,,1,1,False,False,,,
8301,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,410,SHAPE__Area,SHAPE__Area,,False,True,,,,,1,1,False,False,,,
8401,lower_layer_super_output_areas_dec_21_ew_boundaries_fully_clipped_v8,411,st_perimeter(shape),st_perimeter(shape),,False,True,,,,,1,1,False,False,,,
8501,built_up_areas_dec_22_gb,501,objectid,OBJECTID,,False,False,,,,,1,1,False,False,,,
8601,built_up_areas_dec_22_gb,502,bua_id,BUA_ID,,False,False,,,,,1,1,False,False,,,
8701,built_up_areas_dec_22_gb,503,bua22cd,BUA22CD,,True,False,,,,,1,1,False,False,,,
8801,built_up_areas_dec_22_gb,504,bua22nm,BUA22NM,,True,False,,,,,1,1,False,False,,,
8901,built_up_areas_dec_22_gb,505,bua22nmw,BUA22NMW,,True,False,,,,,1,1,False,False,,,
9001,built_up_areas_dec_22_gb,506,bua22nmg,BUA22NMG,,True,False,,,,,1,1,False,False,,,
9101,built_up_areas_dec_22_gb,507,bng_e,BNG_E,,False,False,,,,,1,1,False,False,,,
9201,built_up_areas_dec_22_gb,508,bng_n,BNG_N,,False,False,,,,,1,1,False,False,,,
9301,built_up_areas_dec_22_gb,509,long,LONG,,False,False,,,,,1,1,False,False,,,
9401,built_up_areas_dec_22_gb,510,lat,LAT,,False,False,,,,,1,1,False,False,,,
9501,built_up_areas_dec_22_gb,511,globalid,GlobalID,,False,False,,,,,1,1,False,False,,,
9601,built_up_areas_dec_22_gb,512,SHAPE__Area,SHAPE__Area,,False,False,,,,,1,1,False,False,,,
9701,built_up_areas_dec_22_gb,513,st_perimeter(shape),st_perimeter(shape),,False,False,,,,,1,1,False,False,,,
9801,uprn_05_2024,0,objectid,OBJECTID,,False,False,,,,,2,3,False,False,,,
9901,uprn_05_2024,0,uprnid,UPRN ID,,False,False,,,,,2,3,False,False,,,
10001,uprn_05_2024,0,uprn,UPRN,,False,False,,,,,2,3,False,False,,,
10101,uprn_05_2024,0,x_coordinate,X COORDINATE,,False,False,,,,,2,3,False,False,,,
10201,uprn_05_2024,0,y_coordinate,Y COORDINATE,,False,False,,,,,2,3,False,False,,,
10301,uprn_05_2024,0,latitude,LATITUDE,,False,False,,,,,2,3,False,False,,,
10401,uprn_05_2024,0,longitude,LONGITUDE,,False,False,,,,,2,3,False,False,,,
10501,climatejust_grid_england_heat,0,objectid,OBJECTID,,False,True,0.0,,,,2,2,False,False,,,
10601,climatejust_grid_england_heat,0,fullgridid,FullGrid ID,,False,True,1.0,,,,2,2,False,False,,,
10701,climatejust_grid_england_heat,0,msoa_numbe,MSOA Number,,False,True,1.0,,,,2,2,False,False,,,
10801,climatejust_grid_england_heat,0,r_hzz_cv1,Average vulnerability and mean summer maximum temperature 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
10901,climatejust_grid_england_heat,0,r_hzz_cv2,Average vulnerability and mean summer maximum temperature 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
11001,climatejust_grid_england_heat,0,r_hzz_cv3,Average vulnerability and mean summer maximum temperature 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
11101,climatejust_grid_england_heat,0,r_hzz_cv4,Average vulnerability and mean summer maximum temperature 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
11201,climatejust_grid_england_heat,0,r_hzz_cv5,Average vulnerability and mean summer maximum temperature 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
11301,climatejust_grid_england_heat,0,r_hzz_cv6,Average vulnerability and mean summer maximum temperature 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
11401,climatejust_grid_england_heat,0,r_hzz_cv7,Average vulnerability and mean summer maximum temperature 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
11501,climatejust_grid_england_heat,0,r_hzz_cv8,Average vulnerability and mean summer maximum temperature 2050s - Central estimate (50th percentile) RECOMMENDED,,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
11601,climatejust_grid_england_heat,0,r_hzz_cv9,Average vulnerability and mean summer maximum temperature 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
11701,climatejust_grid_england_heat,0,r_hzz_cv10,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
11801,climatejust_grid_england_heat,0,r_hzz_cv11,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
11901,climatejust_grid_england_heat,0,r_hzz_cv12,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
12001,climatejust_grid_england_heat,0,r_hzz_cv13,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
12101,climatejust_grid_england_heat,0,r_hzz_cv14,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
12201,climatejust_grid_england_heat,0,r_hzz_cv15,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
12301,climatejust_grid_england_heat,0,r_hzz_cv16,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
12401,climatejust_grid_england_heat,0,r_hzz_cv17,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - Central estimate (50th percentile) RECOMMENDED,,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
12501,climatejust_grid_england_heat,0,r_hzz_cv18,Average vulnerability and change in mean summer maximum temperature baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
12601,climatejust_grid_england_heat,0,r_hzz_cv19,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
12701,climatejust_grid_england_heat,0,r_hzz_cv20,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
12801,climatejust_grid_england_heat,0,r_hzz_cv21,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
12901,climatejust_grid_england_heat,0,r_hzz_cv22,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
13001,climatejust_grid_england_heat,0,r_hzz_cv23,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
13101,climatejust_grid_england_heat,0,r_hzz_cv24,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
13201,climatejust_grid_england_heat,0,r_hzz_cv25,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
13301,climatejust_grid_england_heat,0,r_hzz_cv26,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - Central estimate (50th percentile) RECOMMENDED,,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
13401,climatejust_grid_england_heat,0,r_hzz_cv27,Average vulnerability and change in the temperature of the warmest day baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
13501,climatejust_grid_england_heat,0,r_hzz_cv28,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
13601,climatejust_grid_england_heat,0,r_hzz_cv29,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
13701,climatejust_grid_england_heat,0,r_hzz_cv30,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/High emissions scenario,,,2,2,False,False,,,
13801,climatejust_grid_england_heat,0,r_hzz_cv31,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
13901,climatejust_grid_england_heat,0,r_hzz_cv32,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
14001,climatejust_grid_england_heat,0,r_hzz_cv33,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Low emissions scenario,,,2,2,False,False,,,
14101,climatejust_grid_england_heat,0,r_hzz_cv34,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
14201,climatejust_grid_england_heat,0,r_hzz_cv35,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - Central estimate (50th percentile) RECOMMENDED,,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
14301,climatejust_grid_england_heat,0,r_hzz_cv36,Average vulnerability and change in the temperature of the warmest night baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Average vulnerability/Medium emissions scenario,,,2,2,False,False,,,
14401,climatejust_grid_england_heat,0,rwhzz_cv1,Population weighted vulnerability and mean summer maximum temperature 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/High emissions scenario,,,2,2,False,False,,,
14501,climatejust_grid_england_heat,0,rwhzz_cv2,Population weighted vulnerability and mean summer maximum temperature 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/High emissions scenario/,,,2,2,False,False,,,
14601,climatejust_grid_england_heat,0,rwhzz_cv3,Population weighted vulnerability and mean summer maximum temperature 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/High emissions scenario,,,2,2,False,False,,,
14701,climatejust_grid_england_heat,0,rwhzz_cv4,Population weighted vulnerability and mean summer maximum temperature 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Low emissions scenario,,,2,2,False,False,,,
14801,climatejust_grid_england_heat,0,rwhzz_cv5,Population weighted vulnerability and mean summer maximum temperature 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Low emissions scenario,,,2,2,False,False,,,
14901,climatejust_grid_england_heat,0,rwhzz_cv6,Population weighted vulnerability and mean summer maximum temperature 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Low emissions scenario,,,2,2,False,False,,,
15001,climatejust_grid_england_heat,0,rwhzz_cv7,Population weighted vulnerability and mean summer maximum temperature 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Medium emissions scenario,,,2,2,False,False,,,
15101,climatejust_grid_england_heat,0,rwhzz_cv8,Population weighted vulnerability and mean summer maximum temperature 2050s - Central estimate (50th percentile) RECOMMENDED,,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Medium emissions scenario,,,2,2,False,False,,,
15201,climatejust_grid_england_heat,0,rwhzz_cv9,Population weighted vulnerability and mean summer maximum temperature 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Medium emissions scenario,,,2,2,False,False,,,
15301,climatejust_grid_england_heat,0,rwhzz_cv10,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/High emissions scenario,,,2,2,False,False,,,
15401,climatejust_grid_england_heat,0,rwhzz_cv11,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/High emissions scenario,,,2,2,False,False,,,
15501,climatejust_grid_england_heat,0,rwhzz_cv12,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)Population weighted vulnerability/High emissions scenario,,,2,2,False,False,,,
15601,climatejust_grid_england_heat,0,rwhzz_cv13,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Low emissions scenario,,,2,2,False,False,,,
15701,climatejust_grid_england_heat,0,rwhzz_cv14,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Low emissions scenario,,,2,2,False,False,,,
15801,climatejust_grid_england_heat,0,rwhzz_cv15,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Low emissions scenario,,,2,2,False,False,,,
15901,climatejust_grid_england_heat,0,rwhzz_cv16,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Medium emissions scenario,,,2,2,False,False,,,
16001,climatejust_grid_england_heat,0,rwhzz_cv17,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - Central estimate (50th percentile) RECOMMENDED,,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Medium emissions scenario,,,2,2,False,False,,,
16101,climatejust_grid_england_heat,0,rwhzz_cv18,Population weighted vulnerability and change in mean summer maximum temperature baseline to 2050s - High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Medium emissions scenario,,,2,2,False,False,,,
16201,climatejust_grid_england_heat,0,rwhzz_cv19,Population weighted vulnerability and change in the temperature of the warmest day baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/High emissions scenario,,,2,2,False,False,,,
16301,climatejust_grid_england_heat,0,rwhzz_cv20,Population weighted vulnerability and change in the temperature of the warmest day baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/High emissions scenario,,,2,2,False,False,,,
16401,climatejust_grid_england_heat,0,rwhzz_cv21,Population weighted vulnerability and change in the temperature of the warmest day baseline to 2050s -High estimate (90th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/High emissions scenario,,,2,2,False,False,,,
16501,climatejust_grid_england_heat,0,rwhzz_cv22,Population weighted vulnerability and change in the temperature of the warmest day baseline to 2050s - Low estimate (10th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Low emissions scenario,,,2,2,False,False,,,
16601,climatejust_grid_england_heat,0,zrwhzz_cv2,Population weighted vulnerability and change in the temperature of the warmest day baseline to 2050s - Central estimate (50th percentile),,True,True,0.0,/Heat disadvantage (2011)/Population weighted vulnerability/Low emissions scenario,,,2,2,False,False,,,
